step,train/loss,train/grad_norm,train/learning_rate,train/num_tokens,train/completions/mean_length,train/completions/min_length,train/completions/max_length,train/completions/clipped_ratio,train/completions/mean_terminated_length,train/completions/min_terminated_length,train/completions/max_terminated_length,train/rewards/reward_fn/mean,train/rewards/reward_fn/std,train/reward,train/reward_std,train/frac_reward_zero_std,train/entropy,train/clip_ratio/low_mean,train/clip_ratio/low_min,train/clip_ratio/high_mean,train/clip_ratio/high_max,train/clip_ratio/region_mean,train/epoch
4180,0.06750000268220901,0.0,4.131022706133081e-06,3624005.0,62.224998474121094,1.0,174.39999389648438,0.20000000298023224,13.15000057220459,1.0,52.20000076293945,3.7466893196105957,0.7127594351768494,3.7466893196105957,0.1584927886724472,0.6499999761581421,1.2014720439910889,0.0,0.0,0.0,0.0,0.0,0.8360000252723694
4190,0.13030000030994415,0.0,4.127024567424087e-06,3631703.0,41.25,4.599999904632568,155.39999389648438,0.10000000149011612,18.447620391845703,4.599999904632568,48.599998474121094,3.8054087162017822,0.552395761013031,3.8054087162017822,0.11712536215782166,0.550000011920929,0.5198899507522583,0.0,0.0,0.0,0.0,0.0,0.8379999995231628
4200,0.022700000554323196,0.0,4.123018698010128e-06,3639846.0,54.625,3.799999952316284,154.0,0.17499999701976776,14.320000648498535,3.799999952316284,40.20000076293945,3.7538228034973145,0.8018416166305542,3.7538228034973145,0.35845768451690674,0.5,0.6771089434623718,0.0,0.0,0.0,0.0,0.0,0.8399999737739563
4210,0.21719999611377716,0.062342505902051926,4.119006007385906e-06,3647800.0,56.70000076293945,1.0,210.8000030517578,0.20000000298023224,7.163809776306152,1.0,22.600000381469727,3.8607473373413086,0.6781306862831116,3.8607473373413086,0.28366267681121826,0.6000000238418579,0.7354786992073059,0.0,0.0,0.0,0.0,0.0,0.8420000076293945
4220,-0.05490000173449516,0.3866041600704193,4.1149860408040695e-06,3655646.0,35.29999923706055,1.0,135.39999389648438,0.07500000298023224,17.67738151550293,1.0,84.0,3.589373826980591,1.1835122108459473,3.589373826980591,0.27484583854675293,0.550000011920929,1.025684118270874,0.0,0.0,0.0,0.0,0.0,0.843999981880188
4230,-0.02879999950528145,0.49817779660224915,4.110958798264619e-06,3667137.0,100.0250015258789,1.2000000476837158,208.8000030517578,0.3499999940395355,19.316667556762695,1.2000000476837158,40.79999923706055,3.7141168117523193,0.6861722469329834,3.7141168117523193,0.26377949118614197,0.550000011920929,0.8780049681663513,0.0,0.0,0.0,0.0,0.0,0.8460000157356262
4240,0.34929999709129333,0.41012951731681824,4.106924279767554e-06,3675540.0,37.375,1.0,220.60000610351562,0.10000000149011612,12.871428489685059,1.0,60.0,3.8782644271850586,0.9147319197654724,3.8782644271850586,0.40046682953834534,0.6000000238418579,0.9627048373222351,0.0,0.0,0.0,0.0,0.0,0.8479999899864197
4250,-0.06040000170469284,0.4821476340293884,4.102882485312875e-06,3681736.0,36.900001525878906,1.0,175.1999969482422,0.05000000074505806,25.496429443359375,1.0,115.5999984741211,4.122580051422119,0.29004061222076416,4.122580051422119,0.0977206826210022,0.6000000238418579,1.091896653175354,0.0,0.0,0.0,0.0,0.0,0.8500000238418579
4260,0.060100000351667404,0.27048689126968384,4.098833869647933e-06,3690924.0,77.8499984741211,1.399999976158142,235.39999389648438,0.22499999403953552,26.614999771118164,1.399999976158142,113.4000015258789,3.7148215770721436,0.907573938369751,3.7148215770721436,0.3022434115409851,0.550000011920929,0.7176410555839539,0.0,0.0,0.0,0.0,0.0,0.8519999980926514
4270,0.0640999972820282,0.18682892620563507,4.094777978025377e-06,3698630.0,62.150001525878906,2.4000000953674316,207.8000030517578,0.20000000298023224,14.283333778381348,2.4000000953674316,42.0,3.9987828731536865,0.6660262942314148,3.9987828731536865,0.32431089878082275,0.44999998807907104,0.9092493653297424,0.0,0.0,0.0,0.0,0.0,0.8539999723434448
4280,-0.04129999876022339,0.12098550796508789,4.090715265192557e-06,3705306.0,42.400001525878906,1.0,130.0,0.10000000149011612,18.777856826782227,1.0,85.4000015258789,3.9494569301605225,0.6628296971321106,3.9494569301605225,0.27325689792633057,0.44999998807907104,0.9803212285041809,0.0,0.0,0.0,0.0,0.0,0.8560000061988831
4290,0.1551000028848648,0.22931960225105286,4.086645276402123e-06,3716115.0,69.92500305175781,2.0,229.1999969482422,0.22499999403953552,14.405000686645508,2.0,55.79999923706055,3.708921194076538,0.6854503154754639,3.708921194076538,0.2897495627403259,0.30000001192092896,0.8087776899337769,0.0,0.0,0.0,0.0,0.0,0.8579999804496765
4300,0.2037000060081482,0.0,4.082568011654075e-06,3724840.0,44.525001525878906,1.0,181.1999969482422,0.125,14.173810005187988,1.0,76.0,3.6710047721862793,0.9958096742630005,3.6710047721862793,0.2350386679172516,0.6000000238418579,0.9279398918151855,0.0,0.0,0.0,0.0,0.0,0.8600000143051147
4310,0.3635999858379364,0.08969350904226303,4.078484380443115e-06,3733902.0,32.25,1.0,152.39999389648438,0.07500000298023224,14.121428489685059,1.0,81.5999984741211,3.850045919418335,0.5686237215995789,3.850045919418335,0.2433900535106659,0.6499999761581421,0.5853508710861206,0.0,0.0,0.0,0.0,0.0,0.8619999885559082
4320,0.3562000095844269,0.5728371143341064,4.074393018527189e-06,3740946.0,40.20000076293945,1.0,174.0,0.10000000149011612,17.73452377319336,1.0,73.0,4.038395404815674,0.6203845739364624,4.038395404815674,0.16572366654872894,0.6000000238418579,0.7711839079856873,0.0,0.0,0.0,0.0,0.0,0.8640000224113464
4330,0.13750000298023224,0.45657750964164734,4.0702948354010005e-06,3749665.0,52.67499923706055,1.0,126.0,0.15000000596046448,19.516666412353516,1.0,84.4000015258789,3.774315595626831,0.8070680499076843,3.774315595626831,0.07790254801511765,0.6499999761581421,0.801369309425354,0.0,0.0,0.0,0.0,0.0,0.8659999966621399
4340,0.00860000029206276,1.6816660165786743,4.066189831064548e-06,3756835.0,31.149999618530273,1.0,161.1999969482422,0.07500000298023224,13.300000190734863,1.0,64.19999694824219,3.866793394088745,0.48425671458244324,3.866793394088745,0.14118103682994843,0.5,0.8527134656906128,0.0,0.0,0.0,0.0,0.0,0.8679999709129333
4350,-0.001500000013038516,0.3530834913253784,4.062078005517833e-06,3762803.0,44.099998474121094,1.0,180.1999969482422,0.125,13.519047737121582,1.0,69.80000305175781,4.002792835235596,0.5454580783843994,4.002792835235596,0.18679887056350708,0.6499999761581421,1.0348433256149292,0.0,0.0,0.0,0.0,0.0,0.8700000047683716
4360,0.23919999599456787,0.21222814917564392,4.057958904013503e-06,3768972.0,37.82500076293945,1.0,159.1999969482422,0.07500000298023224,19.33928680419922,1.0,77.4000015258789,3.7015187740325928,0.8871615529060364,3.7015187740325928,0.4574859142303467,0.550000011920929,0.7624468207359314,0.0,0.0,0.0,0.0,0.0,0.871999979019165
4370,0.19580000638961792,0.45881038904190063,4.0538329812989105e-06,3775212.0,41.29999923706055,1.0,217.0,0.10000000149011612,16.826190948486328,1.0,94.19999694824219,3.965789318084717,0.45767664909362793,3.965789318084717,0.15968027710914612,0.44999998807907104,0.5948922038078308,0.0,0.0,0.0,0.0,0.0,0.8740000128746033
4380,0.13760000467300415,1.158035397529602,4.049700237374054e-06,3783146.0,42.650001525878906,1.0,158.0,0.15000000596046448,5.333333492279053,1.0,18.399999618530273,4.066693305969238,0.5041283965110779,4.066693305969238,0.21500052511692047,0.550000011920929,1.1266579627990723,0.0,0.0,0.0,0.0,0.0,0.8759999871253967
4390,-0.12680000066757202,0.18395331501960754,4.045560672238935e-06,3789036.0,35.20000076293945,1.0,124.19999694824219,0.10000000149011612,11.383333206176758,1.0,50.20000076293945,3.8847384452819824,0.6611711978912354,3.8847384452819824,0.20099793374538422,0.6000000238418579,0.7837558388710022,0.0,0.0,0.0,0.0,0.0,0.878000020980835
4400,-0.10279999673366547,0.5929563641548157,4.041414285893552e-06,3800109.0,53.32500076293945,1.0,211.60000610351562,0.17499999701976776,9.648809432983398,1.0,26.799999237060547,3.7901697158813477,0.6768798828125,3.7901697158813477,0.2863253951072693,0.5,1.1233638525009155,0.0,0.0,0.0,0.0,0.0,0.8799999952316284
4410,0.10000000149011612,0.6894963979721069,4.037260623590555e-06,3808013.0,25.649999618530273,1.0,132.60000610351562,0.07500000298023224,6.763095378875732,1.0,36.20000076293945,3.8018298149108887,0.8757247924804688,3.8018298149108887,0.35647088289260864,0.6000000238418579,1.0127688646316528,0.0,0.0,0.0,0.0,0.0,0.8820000290870667
4420,0.20329999923706055,0.16918249428272247,4.033100594824646e-06,3818234.0,42.92499923706055,1.0,183.8000030517578,0.10000000149011612,19.746429443359375,1.0,79.19999694824219,3.7430484294891357,0.6649519801139832,3.7430484294891357,0.23054015636444092,0.6499999761581421,0.8036797046661377,0.0,0.0,0.0,0.0,0.0,0.8840000033378601
4430,-0.01209999993443489,2.1819000244140625,4.028933290101122e-06,3827905.0,64.4749984741211,1.0,167.60000610351562,0.20000000298023224,19.135000228881836,1.0,55.599998474121094,3.883145332336426,0.697442889213562,3.883145332336426,0.17833301424980164,0.44999998807907104,0.8655192852020264,0.0,0.0,0.0,0.0,0.0,0.8859999775886536
4440,-0.029600000008940697,0.09224866330623627,4.024759618914686e-06,3835475.0,34.599998474121094,1.0,91.0,0.07500000298023224,17.665000915527344,1.0,56.0,3.85443115234375,0.6363043785095215,3.85443115234375,0.12056461721658707,0.6000000238418579,0.8862480521202087,0.0,0.0,0.0,0.0,0.0,0.8880000114440918
4450,-0.09640000015497208,0.4410933554172516,4.020579126517987e-06,3843688.0,32.474998474121094,1.0,156.8000030517578,0.07500000298023224,13.971428871154785,1.0,75.80000305175781,4.08455228805542,0.4835797846317291,4.08455228805542,0.11835269629955292,0.550000011920929,1.0987141132354736,0.0,0.0,0.0,0.0,0.0,0.8899999856948853
4460,0.07039999961853027,0.1850532591342926,4.016391812911024e-06,3851496.0,41.20000076293945,1.0,162.1999969482422,0.10000000149011612,17.632143020629883,1.0,99.0,3.6822562217712402,0.7282302379608154,3.6822562217712402,0.15194928646087646,0.699999988079071,0.7714447975158691,0.0,0.0,0.0,0.0,0.0,0.8920000195503235
4470,0.11219999939203262,0.16078229248523712,4.0121976780937985e-06,3866046.0,81.94999694824219,1.7999999523162842,256.0,0.2750000059604645,15.347620010375977,1.7999999523162842,33.400001525878906,3.5155274868011475,1.0224335193634033,3.5155274868011475,0.2794112265110016,0.6000000238418579,1.1766072511672974,0.0,0.0,0.0,0.0,0.0,0.8939999938011169
4480,0.010599999688565731,0.24051684141159058,4.007996722066309e-06,3873906.0,48.150001525878906,1.0,182.1999969482422,0.10000000149011612,24.066667556762695,1.0,99.19999694824219,4.01570463180542,0.3663208484649658,4.01570463180542,0.1751548945903778,0.550000011920929,1.1887826919555664,0.0,0.0,0.0,0.0,0.0,0.8960000276565552
4490,-0.21660000085830688,0.16640563309192657,4.003788944828557e-06,3882718.0,49.099998474121094,1.0,214.8000030517578,0.17499999701976776,4.883333206176758,1.0,24.600000381469727,3.823256254196167,0.63840252161026,3.823256254196167,0.18791234493255615,0.6499999761581421,0.9440441131591797,0.0,0.0,0.0,0.0,0.0,0.8980000019073486
4500,-0.009200000204145908,0.1724989265203476,3.999574801127892e-06,3891306.0,37.099998474121094,1.0,171.0,0.10000000149011612,12.87261962890625,1.0,50.599998474121094,3.7312586307525635,0.674248218536377,3.7312586307525635,0.1795918494462967,0.699999988079071,0.8932960033416748,0.0,0.0,0.0,0.0,0.0,0.8999999761581421
4510,0.007300000172108412,0.1724947988986969,3.995353836216964e-06,3899320.0,31.600000381469727,1.0,118.80000305175781,0.02500000037252903,26.71428680419922,1.0,114.0,3.71496319770813,0.8442314863204956,3.71496319770813,0.27209827303886414,0.550000011920929,0.8649988174438477,0.0,0.0,0.0,0.0,0.0,0.9020000100135803
4520,0.1103999987244606,0.09643454849720001,3.991126504843123e-06,3906126.0,62.95000076293945,1.0,213.60000610351562,0.20000000298023224,15.446905136108398,1.0,54.0,3.8474724292755127,0.7222846150398254,3.8474724292755127,0.26293012499809265,0.44999998807907104,0.48331496119499207,0.0,0.0,0.0,0.0,0.0,0.9039999842643738
4530,0.03669999912381172,0.15120446681976318,3.986892352259019e-06,3913909.0,75.67500305175781,1.0,213.1999969482422,0.25,14.273333549499512,1.0,46.0,3.4505646228790283,1.2219315767288208,3.4505646228790283,0.3496936559677124,0.44999998807907104,0.9792847037315369,0.0,0.0,0.0,0.0,0.0,0.906000018119812
4540,0.14730000495910645,0.463076114654541,3.982651378464652e-06,3920635.0,19.049999237060547,1.0,97.0,0.02500000037252903,13.057143211364746,1.0,67.4000015258789,4.012948513031006,0.4650120735168457,4.012948513031006,0.08596096932888031,0.699999988079071,0.9295328259468079,0.0,0.0,0.0,0.0,0.0,0.9079999923706055
4550,0.1046999990940094,0.2245970368385315,3.978404038207373e-06,3928289.0,53.70000076293945,1.0,186.8000030517578,0.125,22.14642906188965,1.0,100.19999694824219,4.004168510437012,0.477073073387146,4.004168510437012,0.19454480707645416,0.44999998807907104,0.7369796633720398,0.0,0.0,0.0,0.0,0.0,0.9100000262260437
4560,0.09929999709129333,0.19857044517993927,3.97414987673983e-06,3935745.0,30.299999237060547,1.0,109.5999984741211,0.07500000298023224,13.409524917602539,1.0,59.0,3.877270460128784,0.645861804485321,3.877270460128784,0.1435493379831314,0.75,0.6936630010604858,0.0,0.0,0.0,0.0,0.0,0.9120000004768372
4570,0.21310000121593475,0.13016873598098755,3.9698893488093745e-06,3946361.0,36.70000076293945,1.0,121.5999984741211,0.10000000149011612,13.258333206176758,1.0,45.0,3.758601188659668,0.6873385310173035,3.758601188659668,0.1694546341896057,0.550000011920929,0.8373373746871948,0.0,0.0,0.0,0.0,0.0,0.9139999747276306
4580,0.08900000154972076,0.15735331177711487,3.965622454416007e-06,3955893.0,44.45000076293945,1.0,156.60000610351562,0.10000000149011612,21.730953216552734,1.0,75.4000015258789,3.8414268493652344,0.7641571164131165,3.8414268493652344,0.37677159905433655,0.5,1.0318138599395752,0.0,0.0,0.0,0.0,0.0,0.9160000085830688
4590,0.10790000110864639,0.16167758405208588,3.961348738812376e-06,3964636.0,67.07499694824219,1.0,214.0,0.25,3.884999990463257,1.0,19.399999618530273,3.6292924880981445,1.009095311164856,3.6292924880981445,0.4141308665275574,0.550000011920929,0.730408251285553,0.0,0.0,0.0,0.0,0.0,0.9179999828338623
4600,0.15199999511241913,0.536736249923706,3.957068656745832e-06,3972379.0,32.42499923706055,1.0,118.5999984741211,0.10000000149011612,8.036428451538086,1.0,33.400001525878906,3.927694320678711,0.44097644090652466,3.927694320678711,0.13991640508174896,0.6499999761581421,0.8344911932945251,0.0,0.0,0.0,0.0,0.0,0.9200000166893005
4610,0.1347000002861023,0.28101006150245667,3.952782208216377e-06,3979816.0,77.17500305175781,1.0,195.60000610351562,0.17499999701976776,36.439998626708984,1.0,141.39999389648438,3.687544107437134,1.0147136449813843,3.687544107437134,0.584559440612793,0.3499999940395355,0.8158002495765686,0.0,0.0,0.0,0.0,0.0,0.921999990940094
4620,0.023600000888109207,0.36085736751556396,3.948489393224008e-06,3987797.0,60.974998474121094,1.0,203.8000030517578,0.125,30.866666793823242,1.0,130.0,3.747244119644165,0.8474100232124329,3.747244119644165,0.41906073689460754,0.5,1.0638782978057861,0.0,0.0,0.0,0.0,0.0,0.9240000247955322
4630,0.07039999961853027,0.13461188971996307,3.944189757021377e-06,3999838.0,89.4749984741211,1.0,162.8000030517578,0.30000001192092896,18.899999618530273,1.0,59.79999923706055,3.507000684738159,1.0670740604400635,3.507000684738159,0.40706244111061096,0.550000011920929,0.8471052050590515,0.0,0.0,0.0,0.0,0.0,0.9259999990463257
4640,-0.021900000050663948,0.14859122037887573,3.939884209103184e-06,4008431.0,39.32500076293945,1.0,126.19999694824219,0.125,7.489285945892334,1.0,26.399999618530273,3.864938974380493,0.5612326860427856,3.864938974380493,0.12325580418109894,0.699999988079071,0.6904597282409668,0.0,0.0,0.0,0.0,0.0,0.9279999732971191
4650,0.01730000041425228,0.1343567818403244,3.9355718399747275e-06,4017594.0,47.875,1.0,156.8000030517578,0.17499999701976776,3.9200000762939453,1.0,15.0,3.9044690132141113,0.6325206756591797,3.9044690132141113,0.15547756850719452,0.699999988079071,1.1728074550628662,0.0,0.0,0.0,0.0,0.0,0.9300000071525574
4660,0.18150000274181366,0.11833224445581436,3.931253104383359e-06,4026305.0,59.625,1.0,146.8000030517578,0.15000000596046448,27.21666717529297,1.0,104.5999984741211,3.8314614295959473,0.623180627822876,3.8314614295959473,0.145399808883667,0.44999998807907104,1.0998797416687012,0.0,0.0,0.0,0.0,0.0,0.9319999814033508
4670,0.1387999951839447,0.0829053521156311,3.9269280023290776e-06,4034319.0,56.79999923706055,1.0,197.39999389648438,0.125,29.421428680419922,1.0,140.1999969482422,4.002408504486084,0.5084825754165649,4.002408504486084,0.15419745445251465,0.6000000238418579,0.7794644832611084,0.0,0.0,0.0,0.0,0.0,0.9340000152587891
4680,-0.13089999556541443,0.2522174119949341,3.922596988559235e-06,4040494.0,17.325000762939453,1.0,83.5999984741211,0.0,17.325000762939453,1.0,83.5999984741211,3.92197322845459,0.7084447741508484,3.92197322845459,0.10498593002557755,0.75,0.4975420832633972,0.0,0.0,0.0,0.0,0.0,0.9359999895095825
4690,0.025299999862909317,0.23685739934444427,3.918259153579129e-06,4051118.0,87.4000015258789,3.799999952316284,204.8000030517578,0.2750000059604645,23.46500015258789,3.799999952316284,82.5999984741211,3.6310925483703613,0.7209846377372742,3.6310925483703613,0.33232930302619934,0.4000000059604645,1.0396432876586914,0.0,0.0,0.0,0.0,0.0,0.9380000233650208
4700,0.10909999907016754,0.08887030929327011,3.913915406883461e-06,4059949.0,42.82500076293945,1.0,179.8000030517578,0.125,12.361905097961426,1.0,60.599998474121094,3.6900057792663574,0.5784610509872437,3.6900057792663574,0.14182499051094055,0.6499999761581421,0.6951755285263062,0.0,0.0,0.0,0.0,0.0,0.9399999976158142
4710,0.051600001752376556,0.0,3.909564838977531e-06,4072045.0,58.5,1.0,154.0,0.20000000298023224,9.251428604125977,1.0,53.0,3.488776922225952,0.8624535202980042,3.488776922225952,0.319345086812973,0.75,0.9135633707046509,0.0,0.0,0.0,0.0,0.0,0.9419999718666077
4720,0.07100000232458115,0.10179882496595383,3.905208359356038e-06,4080442.0,53.07500076293945,1.0,183.60000610351562,0.15000000596046448,16.78333282470703,1.0,73.0,3.8944950103759766,0.7228869199752808,3.8944950103759766,0.2521045207977295,0.6499999761581421,0.3614274561405182,0.0,0.0,0.0,0.0,0.0,0.9440000057220459
4730,0.1720999926328659,0.25369635224342346,3.9008455132716335e-06,4087113.0,35.025001525878906,1.0,207.39999389648438,0.10000000149011612,10.628571510314941,1.0,46.0,3.9281504154205322,0.46125128865242004,3.9281504154205322,0.2741422951221466,0.44999998807907104,0.6863951086997986,0.0,0.0,0.0,0.0,0.0,0.9459999799728394
4740,0.19329999387264252,0.10881338268518448,3.896476755471667e-06,4096883.0,97.80000305175781,1.0,256.0,0.32499998807907104,21.14666748046875,1.0,71.5999984741211,3.701683282852173,0.8824285864830017,3.701683282852173,0.49239465594291687,0.44999998807907104,0.8170512318611145,0.0,0.0,0.0,0.0,0.0,0.9480000138282776
4750,0.20329999923706055,0.503092885017395,3.892101631208789e-06,4106188.0,59.125,1.0,176.1999969482422,0.20000000298023224,10.164999961853027,1.0,47.20000076293945,3.6930863857269287,1.0583165884017944,3.6930863857269287,0.12800821661949158,0.6000000238418579,0.726710319519043,0.0,0.0,0.0,0.0,0.0,0.949999988079071
4760,0.15129999816417694,0.08673722296953201,3.8877201404829975e-06,4116025.0,49.07500076293945,1.7999999523162842,205.0,0.17499999701976776,5.599999904632568,1.7999999523162842,15.0,3.842665195465088,0.530485987663269,3.842665195465088,0.1923406720161438,0.75,0.9402318000793457,0.0,0.0,0.0,0.0,0.0,0.9520000219345093
4770,-0.0066999997943639755,0.12519080936908722,3.883332738041645e-06,4126581.0,59.29999923706055,1.0,155.0,0.20000000298023224,12.430000305175781,1.0,36.20000076293945,3.5120656490325928,1.0296623706817627,3.5120656490325928,0.3341907262802124,0.6000000238418579,0.7550938725471497,0.0,0.0,0.0,0.0,0.0,0.9539999961853027
4780,0.016499999910593033,0.10091882199048996,3.87893896913738e-06,4133001.0,56.04999923706055,1.0,216.0,0.15000000596046448,20.069286346435547,1.0,69.80000305175781,3.832413911819458,0.6919401288032532,3.832413911819458,0.39136552810668945,0.550000011920929,0.8760867118835449,0.0,0.0,0.0,0.0,0.0,0.9559999704360962
4790,0.19030000269412994,0.21732917428016663,3.8745388337702025e-06,4140804.0,23.174999237060547,1.0,110.80000305175781,0.07500000298023224,4.379762172698975,1.0,15.800000190734863,3.7602944374084473,0.5518848896026611,3.7602944374084473,0.08785291761159897,0.6000000238418579,0.7396473288536072,0.0,0.0,0.0,0.0,0.0,0.9580000042915344
4800,-0.09790000319480896,0.49832725524902344,3.870133241434814e-06,4149818.0,47.54999923706055,1.0,159.0,0.125,19.697620391845703,1.0,58.599998474121094,3.7553253173828125,0.6797767877578735,3.7553253173828125,0.21050140261650085,0.5,0.6070965528488159,0.0,0.0,0.0,0.0,0.0,0.9599999785423279
4810,0.031199999153614044,0.05229582265019417,3.865720827889163e-06,4160929.0,77.57499694824219,1.0,256.0,0.20000000298023224,31.288572311401367,1.0,108.19999694824219,3.651594400405884,1.0271192789077759,3.651594400405884,0.3940807282924652,0.44999998807907104,0.6505751013755798,0.0,0.0,0.0,0.0,0.0,0.9620000123977661
4820,-0.33649998903274536,0.4116310179233551,3.861302957375301e-06,4169213.0,30.700000762939453,2.799999952316284,138.8000030517578,0.07500000298023224,12.246428489685059,2.799999952316284,49.20000076293945,4.127384662628174,0.2757788598537445,4.127384662628174,0.04186418652534485,0.550000011920929,0.6492075324058533,0.0,0.0,0.0,0.0,0.0,0.9639999866485596
4830,0.05339999869465828,0.5375432968139648,3.856878720398527e-06,4176517.0,22.950000762939453,1.0,95.80000305175781,0.05000000074505806,10.524999618530273,1.0,49.400001525878906,3.9558677673339844,0.5094079971313477,3.9558677673339844,0.14195705950260162,0.550000011920929,0.9009533524513245,0.0,0.0,0.0,0.0,0.0,0.9660000205039978
4840,0.0031999999191612005,0.6924762725830078,3.852448571706191e-06,4187373.0,57.599998474121094,1.2000000476837158,208.60000610351562,0.17499999701976776,14.846428871154785,1.2000000476837158,57.79999923706055,3.688443422317505,0.93866366147995,3.688443422317505,0.32869234681129456,0.550000011920929,0.988296389579773,0.0,0.0,0.0,0.0,0.0,0.9679999947547913
4850,0.14839999377727509,0.1410491019487381,3.848012056550942e-06,4197266.0,65.17500305175781,1.0,181.0,0.17499999701976776,25.981666564941406,1.0,108.19999694824219,3.9555320739746094,0.4674747884273529,3.9555320739746094,0.2635380029678345,0.5,0.8667802214622498,0.0,0.0,0.0,0.0,0.0,0.9700000286102295
4860,0.03319999948143959,0.25517570972442627,3.843570084427483e-06,4202965.0,31.575000762939453,1.0,157.1999969482422,0.05000000074505806,19.96428680419922,1.0,98.4000015258789,3.989825487136841,0.4060741662979126,3.989825487136841,0.14386078715324402,0.6000000238418579,0.6785294413566589,0.0,0.0,0.0,0.0,0.0,0.972000002861023
4870,-0.04899999871850014,0.4309397339820862,3.839121745841112e-06,4212185.0,52.150001525878906,1.0,163.1999969482422,0.15000000596046448,17.2214298248291,1.0,61.79999923706055,4.013888835906982,0.6266650557518005,4.013888835906982,0.23835593461990356,0.5,0.76435387134552,0.0,0.0,0.0,0.0,0.0,0.9739999771118164
4880,0.14749999344348907,0.2568548917770386,3.83466795028653e-06,4220621.0,32.54999923706055,1.0,184.39999389648438,0.05000000074505806,20.10357093811035,1.0,99.4000015258789,3.911129951477051,0.695093035697937,3.911129951477051,0.3158573806285858,0.75,0.6973992586135864,0.0,0.0,0.0,0.0,0.0,0.9760000109672546
4890,-0.05139999836683273,0.09038703143596649,3.8302077882690355e-06,4228443.0,67.3499984741211,1.0,165.0,0.20000000298023224,22.141666412353516,1.0,99.80000305175781,3.728661060333252,0.4898870885372162,3.728661060333252,0.22869406640529633,0.5,0.6567148566246033,0.0,0.0,0.0,0.0,0.0,0.9779999852180481
4900,0.0015999999595806003,0.14164336025714874,3.8257417145359796e-06,4235446.0,32.974998474121094,1.0,138.0,0.07500000298023224,14.403572082519531,1.0,66.19999694824219,3.8789801597595215,0.7446256279945374,3.8789801597595215,0.14410144090652466,0.6499999761581421,0.9824216961860657,0.0,0.0,0.0,0.0,0.0,0.9800000190734863
4910,0.032999999821186066,0.0,3.821269729087362e-06,4243700.0,33.75,1.0,125.0,0.02500000037252903,28.33571434020996,1.0,116.4000015258789,4.005550861358643,0.49020612239837646,4.005550861358643,0.10797452181577682,0.699999988079071,0.9355279803276062,0.0,0.0,0.0,0.0,0.0,0.9819999933242798
4920,0.32350000739097595,0.23843877017498016,3.816792286670534e-06,4251417.0,35.025001525878906,1.0,171.1999969482422,0.05000000074505806,23.625,1.0,123.4000015258789,3.9181950092315674,0.5368801951408386,3.9181950092315674,0.14229953289031982,0.550000011920929,1.030348539352417,0.0,0.0,0.0,0.0,0.0,0.984000027179718
4930,0.05920000001788139,0.0,3.8123084777907934e-06,4264272.0,71.0250015258789,1.0,158.39999389648438,0.25,10.40666675567627,1.0,43.20000076293945,3.6617066860198975,0.7916489243507385,3.6617066860198975,0.3142102360725403,0.5,0.6296798586845398,0.0,0.0,0.0,0.0,0.0,0.9860000014305115
4940,-0.0357000008225441,1.0907062292099,3.8078189845691668e-06,4270689.0,18.325000762939453,1.0,67.5999984741211,0.05000000074505806,6.25,1.0,31.799999237060547,3.758181571960449,0.6677950620651245,3.758181571960449,0.13263314962387085,0.699999988079071,0.4643954038619995,0.0,0.0,0.0,0.0,0.0,0.9879999756813049
4950,-0.0843999981880188,0.291902095079422,3.803323807005654e-06,4278339.0,47.150001525878906,1.0,148.8000030517578,0.125,15.764286041259766,1.0,64.5999984741211,4.014207363128662,0.9501450061798096,4.014207363128662,0.4026322364807129,0.5,0.9659734964370728,0.0,0.0,0.0,0.0,0.0,0.9900000095367432
4960,0.08020000159740448,0.1899808645248413,3.79882271772658e-06,4286114.0,66.0250015258789,1.0,207.0,0.25,2.676666736602783,1.0,9.0,3.8563802242279053,0.6669548749923706,3.8563802242279053,0.29135265946388245,0.550000011920929,1.0399658679962158,0.0,0.0,0.0,0.0,0.0,0.9919999837875366
4970,0.21379999816417694,0.1396177113056183,3.7943159441056196e-06,4297385.0,66.375,8.199999809265137,159.60000610351562,0.22499999403953552,18.912382125854492,8.199999809265137,38.20000076293945,3.762124538421631,0.6703091859817505,3.762124538421631,0.305022269487381,0.5,0.7987780570983887,0.0,0.0,0.0,0.0,0.0,0.9940000176429749
4980,0.21979999542236328,0.15068070590496063,3.789803486142773e-06,4306766.0,72.07499694824219,1.0,228.1999969482422,0.22499999403953552,18.475000381469727,1.0,95.80000305175781,3.588320016860962,1.0154751539230347,3.588320016860962,0.45673030614852905,0.44999998807907104,0.914831817150116,0.0,0.0,0.0,0.0,0.0,0.9959999918937683
4990,0.04960000142455101,0.39362502098083496,3.7852851164643653e-06,4314178.0,42.849998474121094,1.0,121.80000305175781,0.125,14.068333625793457,1.0,63.0,3.7850253582000732,0.6522858142852783,3.7850253582000732,0.2133476734161377,0.5,0.7464355230331421,0.0,0.0,0.0,0.0,0.0,0.9980000257492065
5000,-0.24619999527931213,0.7928470969200134,3.7807610624440713e-06,4320311.0,12.875,1.0,73.0,0.02500000037252903,6.800000190734863,1.0,30.399999618530273,4.08336877822876,0.5753788352012634,4.08336877822876,0.12930317223072052,0.550000011920929,0.734112560749054,0.0,0.0,0.0,0.0,0.0,1.0
