step,train/loss,train/grad_norm,train/learning_rate,train/num_tokens,train/min_reward,train/mean_reward,train/max_reward,train/accuracy,train/margin,train/epoch,train/train_runtime,train/train_samples_per_second,train/train_steps_per_second,train/total_flos,train/train_loss
140,0.5616000294685364,14.854961395263672,1.4099446161708329e-05,1708144.0,-1.67578125,-0.016678279265761375,1.338476538658142,0.699999988079071,0.7154023051261902,0.042540259659290314,,,,,
150,0.6455000042915344,14.567930221557617,1.4099125110078603e-05,1839607.0,-1.072087049484253,0.048935748636722565,1.1190154552459717,0.6312500238418579,0.3950003683567047,0.04557885229587555,,,,,
160,0.6618000268936157,9.157731056213379,1.4098732208367437e-05,1961452.0,-0.987689197063446,-0.10613842308521271,0.5684814453125,0.6312500238418579,0.2137523591518402,0.048617441207170486,,,,,
170,0.6238999962806702,6.794058322906494,1.4098265637585428e-05,2083963.0,-1.0470092296600342,-0.08221282809972763,0.7102325558662415,0.675000011920929,0.314291387796402,0.051656030118465424,,,,,
180,0.5501999855041504,11.20917797088623,1.4097727216721978e-05,2209392.0,-1.553466796875,-0.09743435680866241,1.0780761241912842,0.7562500238418579,0.6667722463607788,0.05469462275505066,,,,,
190,0.6194999814033508,11.425066947937012,1.4097115126787685e-05,2335217.0,-1.0119110345840454,0.11003847420215607,1.052769422531128,0.706250011920929,0.41112804412841797,0.057733211666345596,,,,,
200,0.5555999875068665,14.495986938476562,1.409643027727725e-05,2464162.0,-1.338403344154358,0.057789210230112076,1.2429687976837158,0.699999988079071,0.6417106986045837,0.06077180057764053,,,,,
210,0.6104000210762024,15.967130661010742,1.4095672668190673e-05,2590959.0,-1.8472321033477783,-0.12397613376379013,1.1380615234375,0.737500011920929,0.6098417043685913,0.06381039321422577,,,,,
220,0.5993000268936157,7.199445724487305,1.4094842299527954e-05,2710847.0,-1.0543010234832764,-0.036885060369968414,0.820361316204071,0.675000011920929,0.3922874331474304,0.06684897840023041,,,,,
230,0.614799976348877,11.314934730529785,1.4093939171289094e-05,2828619.0,-0.8945297002792358,0.1426139771938324,1.2650848627090454,0.706250011920929,0.43588560819625854,0.06988757103681564,,,,,
240,0.5733000040054321,7.425722599029541,1.4092963283474091e-05,2944300.0,-1.4997406005859375,-0.08137838542461395,1.0589386224746704,0.71875,0.6189780831336975,0.07292616367340088,,,,,
250,0.6134999990463257,16.00144386291504,1.4091914636082947e-05,3059980.0,-1.254003882408142,0.0003549337270669639,0.9091583490371704,0.6875,0.41792720556259155,0.07596474885940552,,,,,
260,0.586899995803833,6.220614910125732,1.4090793229115661e-05,3174384.0,-1.0606505870819092,0.09464374929666519,1.122888207435608,0.699999988079071,0.5143696665763855,0.07900334149599075,,,,,
270,0.5884000062942505,8.812227249145508,1.4089599062572233e-05,3294362.0,-1.2352294921875,-0.04158501699566841,1.0413665771484375,0.7124999761581421,0.49497881531715393,0.08204193413257599,,,,,
280,0.5637999773025513,8.095499038696289,1.4088332136452664e-05,3414410.0,-1.4414794445037842,0.056456852704286575,1.1873779296875,0.7124999761581421,0.6023317575454712,0.08508051931858063,,,,,
290,0.6136999726295471,9.52840518951416,1.4086992450756952e-05,3531847.0,-1.745904564857483,-0.115892693400383,1.1117538213729858,0.6625000238418579,0.6102991104125977,0.08811911195516586,,,,,
300,0.5788999795913696,7.239144802093506,1.4085580005485099e-05,3649554.0,-1.0242736339569092,-0.03619062900543213,0.773571789264679,0.6875,0.41200146079063416,0.0911577045917511,,,,,
310,0.5691999793052673,8.600756645202637,1.4084094800637104e-05,3777570.0,-1.474633812904358,0.005831241607666016,1.224365234375,0.7437499761581421,0.6272203326225281,0.09419628977775574,,,,,
320,0.5665000081062317,7.856958389282227,1.4082536836212967e-05,3899877.0,-1.6812560558319092,0.03593025356531143,1.5215332508087158,0.7437499761581421,0.8285080194473267,0.09723488241434097,,,,,
330,0.6266999840736389,5.423951148986816,1.408090702170739e-05,4023973.0,-0.894305408000946,-0.004826450254768133,0.8233886957168579,0.6812499761581421,0.3000612258911133,0.10027347505092621,,,,,
340,0.5791000127792358,11.605342864990234,1.4079203538130969e-05,4147007.0,-1.297753930091858,0.016298914328217506,1.1114990711212158,0.731249988079071,0.5164860486984253,0.10331206023693085,,,,,
350,0.6184999942779541,7.028629779815674,1.4077428204473108e-05,4262025.0,-1.397833228111267,0.009450530633330345,1.6638672351837158,0.699999988079071,0.6306991577148438,0.10635065287351608,,,,,
360,0.5728999972343445,6.006802082061768,1.4075580111239105e-05,4384239.0,-0.821972668170929,-0.035444945096969604,0.803393542766571,0.71875,0.3985745906829834,0.10938924551010132,,,,,
370,0.6067000031471252,7.6283345222473145,1.407365834893426e-05,4495181.0,-1.3792724609375,0.06679096072912216,1.2497069835662842,0.699999988079071,0.5393009185791016,0.11242783069610596,,,,,
380,0.5763999819755554,6.294540882110596,1.4071664736547973e-05,4612052.0,-1.16748046875,-0.040824033319950104,0.948132336139679,0.737500011920929,0.47362765669822693,0.11546642333269119,,,,,
390,0.5810999870300293,13.225719451904297,1.4069599274080247e-05,4733360.0,-1.253320336341858,0.1203271895647049,1.2726562023162842,0.6812499761581421,0.5573779940605164,0.11850501596927643,,,,,
400,0.5726000070571899,12.986886978149414,1.4067460142541677e-05,4858339.0,-1.461297631263733,-0.022806454449892044,1.3181030750274658,0.737500011920929,0.6311582326889038,0.12154360115528107,,,,,
410,0.5967000126838684,10.840216636657715,1.4065249160921667e-05,4976333.0,-1.2582275867462158,-0.07640476524829865,1.040826439857483,0.7250000238418579,0.5025394558906555,0.1245821937918663,,,,,
420,0.5874000191688538,5.9538893699646,1.4062965419725515e-05,5095679.0,-1.1269042491912842,-0.019265174865722656,1.097436547279358,0.7124999761581421,0.46194878220558167,0.12762078642845154,,,,,
430,0.5861999988555908,9.850388526916504,1.4060609828447923e-05,5222330.0,-1.2074463367462158,0.014795303344726562,1.0878174304962158,0.7124999761581421,0.5106559991836548,0.13065937161445618,,,,,
440,0.590399980545044,10.933883666992188,1.405818147759419e-05,5350165.0,-1.3710448741912842,0.00048154295654967427,1.1487915515899658,0.768750011920929,0.5506033897399902,0.13369795680046082,,,,,
450,0.5389999747276306,8.612109184265137,1.4055680367164314e-05,5470526.0,-1.3660399913787842,0.003799057099968195,1.2399413585662842,0.7437499761581421,0.6587749719619751,0.13673655688762665,,,,,
460,0.5945000052452087,16.16149139404297,1.4053106497158296e-05,5590710.0,-1.8410155773162842,-0.05278968811035156,1.348535180091858,0.668749988079071,0.7270164489746094,0.1397751420736313,,,,,
470,0.619700014591217,7.65763521194458,1.4050460777070839e-05,5709473.0,-1.101769208908081,0.06839875876903534,0.9963623285293579,0.6499999761581421,0.3826139569282532,0.14281372725963593,,,,,
480,0.5838000178337097,7.919018268585205,1.4047743206901941e-05,5830927.0,-0.9946655035018921,0.009710478596389294,0.9751373529434204,0.699999988079071,0.44304537773132324,0.14585232734680176,,,,,
490,0.5842999815940857,9.350704193115234,1.4044952877156902e-05,5942227.0,-1.201867699623108,-0.0610836036503315,1.012353539466858,0.6875,0.5041038393974304,0.1488909125328064,,,,,
500,0.5995000004768372,10.106585502624512,1.4042089787835721e-05,6062578.0,-1.0575973987579346,-0.0024559020530432463,0.9790405035018921,0.6812499761581421,0.44463881850242615,0.15192949771881104,,,,,
510,0.5921000242233276,8.731904983520508,1.40391548484331e-05,6184515.0,-1.185937523841858,0.031088734045624733,1.1131591796875,0.6875,0.5152562856674194,0.15496809780597687,,,,,
520,0.5288000106811523,8.393548965454102,1.4036148058949038e-05,6318502.0,-1.4561035633087158,-0.029839133843779564,1.16192626953125,0.7124999761581421,0.7209568023681641,0.1580066829919815,,,,,
530,0.5982999801635742,7.085012912750244,1.4033068509888835e-05,6442948.0,-1.5437743663787842,-0.011552238836884499,1.2189209461212158,0.7124999761581421,0.5926074981689453,0.16104526817798615,,,,,
540,0.5855000019073486,5.933557033538818,1.4029917110747192e-05,6578996.0,-1.2705566883087158,-0.01275024376809597,1.001708984375,0.706250011920929,0.4524849057197571,0.16408386826515198,,,,,
550,0.5554999709129333,8.029793739318848,1.4026693861524109e-05,6698508.0,-1.3395507335662842,-0.03287949413061142,0.929150402545929,0.6875,0.5846897959709167,0.16712245345115662,,,,,
560,0.5332000255584717,11.3243989944458,1.4023397852724884e-05,6822195.0,-1.524511694908142,0.002447462175041437,1.508447289466858,0.706250011920929,0.7966828346252441,0.17016103863716125,,,,,
570,0.5848000049591064,8.123149871826172,1.4020029993844219e-05,6944918.0,-1.649804711341858,0.02604847028851509,1.421044945716858,0.706250011920929,0.6935917139053345,0.1731996387243271,,,,,
580,0.5192000269889832,8.347799301147461,1.4016590284882113e-05,7061621.0,-1.373510718345642,-0.11857862770557404,1.0692870616912842,0.71875,0.6902448534965515,0.17623822391033173,,,,,
590,0.6184999942779541,9.808237075805664,1.4013078725838568e-05,7188999.0,-1.641564965248108,-0.09152384102344513,1.2750244140625,0.6625000238418579,0.6322740316390991,0.17927680909633636,,,,,
600,0.5820000171661377,8.608633041381836,1.4009495316713583e-05,7308459.0,-1.1715209484100342,0.0973789244890213,1.2150146961212158,0.7124999761581421,0.5500724911689758,0.1823154091835022,,,,,
610,0.5615000128746033,6.414919853210449,1.4005839148012456e-05,7429368.0,-1.190942406654358,0.07745542377233505,1.4413025379180908,0.7124999761581421,0.6710256338119507,0.18535399436950684,,,,,
620,0.566100001335144,10.52040958404541,1.400211203872459e-05,7552105.0,-1.175390601158142,0.00041484832763671875,1.326928734779358,0.699999988079071,0.6178768277168274,0.18839257955551147,,,,,
630,0.5828999876976013,6.631844997406006,1.3998312169860583e-05,7675030.0,-1.0647461414337158,-0.0005972146755084395,1.2247772216796875,0.6812499761581421,0.5576428771018982,0.1914311796426773,,,,,
640,0.5831000208854675,7.928174018859863,1.3994441360409837e-05,7794404.0,-1.1323730945587158,0.010457968339323997,1.106225609779358,0.699999988079071,0.4856037497520447,0.19446976482868195,,,,,
650,0.6328999996185303,8.315878868103027,1.3990498700877652e-05,7923764.0,-1.147424340248108,0.005190047435462475,1.005151391029358,0.643750011920929,0.37644264101982117,0.19750835001468658,,,,,
660,0.5813000202178955,8.486420631408691,1.3986484191264026e-05,8050266.0,-1.0390625,0.013980627059936523,1.17919921875,0.6937500238418579,0.46860092878341675,0.20054695010185242,,,,,
670,0.5720000267028809,7.343043804168701,1.398239783156896e-05,8185737.0,-1.3873779773712158,-0.022079993039369583,1.3505280017852783,0.7124999761581421,0.576288104057312,0.20358553528785706,,,,,
680,0.5755000114440918,10.484007835388184,1.3978239621792454e-05,8308343.0,-1.299340844154358,-0.034708648920059204,1.0582458972930908,0.668749988079071,0.5223530530929565,0.2066241204738617,,,,,
690,0.5964999794960022,17.226600646972656,1.397401047142921e-05,8434892.0,-1.5905029773712158,-0.01572551019489765,1.3354003429412842,0.7124999761581421,0.5606449246406555,0.20966272056102753,,,,,
700,0.6118000149726868,5.731930255889893,1.3969708561489824e-05,8561917.0,-1.148413062095642,0.0846654623746872,1.1204345226287842,0.71875,0.41455578804016113,0.21270130574703217,,,,,
710,0.522599995136261,8.42104721069336,1.3965336620458402e-05,8679241.0,-1.258203148841858,-0.002944469451904297,1.272070288658142,0.737500011920929,0.7166757583618164,0.2157398909330368,,,,,
720,0.5708000063896179,7.889139175415039,1.3960891919850837e-05,8807767.0,-1.9918944835662842,-0.1664513647556305,1.658959984779358,0.737500011920929,0.9142106771469116,0.21877849102020264,,,,,
730,0.5601999759674072,5.081763744354248,1.3956377188151237e-05,8928337.0,-1.0718505382537842,0.058655738830566406,1.2829926013946533,0.7749999761581421,0.584646999835968,0.22181707620620728,,,,,
740,0.5794000029563904,8.368481636047363,1.3951789696875494e-05,9052467.0,-1.1851928234100342,0.11250963062047958,1.3839111328125,0.6812499761581421,0.5373071432113647,0.22485566139221191,,,,,
750,0.6288999915122986,5.782887935638428,1.3947132174507715e-05,9181019.0,-1.1412842273712158,0.056786440312862396,1.0841553211212158,0.6625000238418579,0.37612056732177734,0.22789426147937775,,,,,
760,0.6202999949455261,5.902591228485107,1.3942402802058496e-05,9300514.0,-0.963818371295929,-0.04487123340368271,0.766613781452179,0.643750011920929,0.3156972825527191,0.23093284666538239,,,,,
770,0.5497999787330627,16.268043518066406,1.3937601579527836e-05,9414059.0,-1.337310791015625,-0.016589736565947533,1.172570824623108,0.71875,0.641187310218811,0.23397143185138702,,,,,
780,0.6608999967575073,7.45562744140625,1.393273032590514e-05,9532288.0,-1.624121069908142,0.013178634457290173,1.449804663658142,0.6812499761581421,0.5574859380722046,0.23701003193855286,,,,,
790,0.617900013923645,5.201684474945068,1.3927787222201005e-05,9663872.0,-1.1040771007537842,0.05134103447198868,0.965087890625,0.699999988079071,0.4097896218299866,0.2400486171245575,,,,,
800,0.5870000123977661,6.782113075256348,1.392277317791013e-05,9785355.0,-0.9549347162246704,0.037763096392154694,0.875012218952179,0.699999988079071,0.40271392464637756,0.24308720231056213,,,,,
810,0.5691999793052673,9.87867259979248,1.3917688193032518e-05,9911098.0,-1.3430774211883545,0.001695013022981584,1.2721436023712158,0.737500011920929,0.6272610425949097,0.24612580239772797,,,,,
820,0.5533000230789185,9.599278450012207,1.3912532267568167e-05,10030089.0,-1.567407250404358,0.10060922801494598,1.416015625,0.7124999761581421,0.7030056715011597,0.2491643875837326,,,,,
830,0.5590000152587891,11.0031099319458,1.3907305401517078e-05,10149342.0,-1.5200684070587158,-0.07198157161474228,1.1596580743789673,0.7124999761581421,0.6668341755867004,0.25220298767089844,,,,,
840,0.574999988079071,7.190947532653809,1.3902007594879251e-05,10266630.0,-1.358557105064392,0.010001945309340954,1.2604248523712158,0.762499988079071,0.6430246233940125,0.2552415728569031,,,,,
850,0.5819000005722046,7.188628196716309,1.3896638847654685e-05,10386899.0,-1.2613525390625,-0.07178156077861786,1.0376465320587158,0.6812499761581421,0.5061686038970947,0.2582801580429077,,,,,
860,0.5884000062942505,7.3815717697143555,1.3891200069338083e-05,10506887.0,-1.1525665521621704,0.043808601796627045,1.1787261962890625,0.6937500238418579,0.5243464708328247,0.26131874322891235,,,,,
870,0.6139000058174133,8.71260929107666,1.3885689440940041e-05,10620757.0,-1.0559966564178467,0.03106718137860298,0.9954833984375,0.668749988079071,0.43069514632225037,0.264357328414917,,,,,
880,0.588699996471405,6.35691499710083,1.3880108781449962e-05,10747744.0,-1.112695336341858,-0.005407166667282581,0.9274536371231079,0.6937500238418579,0.4758327901363373,0.26739591360092163,,,,,
890,0.5788000226020813,6.506353855133057,1.3874458090867847e-05,10871647.0,-0.9998016357421875,0.04789261892437935,1.1345703601837158,0.706250011920929,0.4871598184108734,0.27043452858924866,,,,,
900,0.5389999747276306,8.129170417785645,1.3868736459698994e-05,10986509.0,-1.117919921875,0.08570846170186996,1.3914062976837158,0.768750011920929,0.6590945720672607,0.2734731137752533,,,,,
910,0.5212000012397766,8.047144889831543,1.3862943887943402e-05,11117211.0,-1.6328613758087158,-0.07467428594827652,1.480126976966858,0.8125,0.8458750247955322,0.27651169896125793,,,,,
920,0.6556000113487244,7.812648773193359,1.3857081285095774e-05,11236119.0,-1.58837890625,-0.1044241413474083,1.237060546875,0.6937500238418579,0.46538132429122925,0.2795502841472626,,,,,
930,0.5665000081062317,7.780998229980469,1.3851148651156109e-05,11358534.0,-1.2324295043945312,-0.015082502737641335,1.011816382408142,0.7437499761581421,0.530166506767273,0.2825888693332672,,,,,
940,0.5916000008583069,9.878150939941406,1.3845145076629706e-05,11469893.0,-1.116644263267517,0.13242892920970917,1.189453125,0.6937500238418579,0.5222461819648743,0.28562745451927185,,,,,
950,0.5914999842643738,4.379476070404053,1.3839071471011266e-05,11594148.0,-1.123315453529358,0.006012344267219305,0.994091808795929,0.668749988079071,0.47856178879737854,0.2886660695075989,,,,,
960,0.521399974822998,11.38500690460205,1.383292783430079e-05,11731855.0,-1.406335473060608,0.0360197052359581,1.5197265148162842,0.737500011920929,0.8028972744941711,0.2917046546936035,,,,,
970,0.6912000179290771,10.20710277557373,1.3826714166498277e-05,11858755.0,-1.413732886314392,-0.09188218414783478,1.3284790515899658,0.612500011920929,0.3374125361442566,0.29474323987960815,,,,,
980,0.5638999938964844,6.262921333312988,1.3820430467603728e-05,11991743.0,-0.959564208984375,0.05929287523031235,1.0235168933868408,0.7437499761581421,0.47510620951652527,0.2977818250656128,,,,,
990,0.5636000037193298,6.128634452819824,1.3814076737617142e-05,12108408.0,-1.1535247564315796,-0.011746215634047985,0.9537490606307983,0.7250000238418579,0.4915321469306946,0.30082041025161743,,,,,
1000,0.578000009059906,11.659181594848633,1.3807653886033222e-05,12229145.0,-1.4122130870819092,0.0703573226928711,1.3677246570587158,0.699999988079071,0.6671031713485718,0.30385899543762207,,,,,
1010,0.49480000138282776,7.01702356338501,1.3801160093862563e-05,12348740.0,-1.670312523841858,-0.07746867835521698,1.4444854259490967,0.768750011920929,0.900600790977478,0.3068976104259491,,,,,
1020,0.6089000105857849,7.899654865264893,1.379459718009457e-05,12468983.0,-1.153955101966858,0.10827551037073135,1.6070556640625,0.699999988079071,0.5852998495101929,0.30993619561195374,,,,,
1030,0.5625,5.246106147766113,1.378796423523454e-05,12586025.0,-1.223046898841858,-0.04625682905316353,1.156347632408142,0.71875,0.6053897738456726,0.3129747807979584,,,,,
1040,0.5347999930381775,6.71795129776001,1.3781261259282473e-05,12713020.0,-1.2783324718475342,-0.050817299634218216,1.190271019935608,0.762499988079071,0.6255500912666321,0.316013365983963,,,,,
1050,0.5709999799728394,9.559196472167969,1.3774490071227774e-05,12833007.0,-1.5371582508087158,-0.01414866466075182,1.3507812023162842,0.7124999761581421,0.7409470677375793,0.31905195116996765,,,,,
1060,0.5586000084877014,8.449392318725586,1.3767647942586336e-05,12965582.0,-1.2298583984375,0.08050231635570526,1.4219238758087158,0.6875,0.6910656094551086,0.3220905363559723,,,,,
1070,0.5135999917984009,9.414052963256836,1.3760737601842266e-05,13091045.0,-1.433129906654358,-0.039328910410404205,1.225976586341858,0.7562500238418579,0.7716357111930847,0.3251291513442993,,,,,
1080,0.5600000023841858,9.300222396850586,1.3753757230006158e-05,13216417.0,-1.6173522472381592,-0.00895071029663086,1.368139624595642,0.71875,0.7383623123168945,0.32816773653030396,,,,,
1090,0.49230000376701355,11.045083999633789,1.3746707736572716e-05,13338301.0,-1.360742211341858,0.008098363876342773,1.400488257408142,0.800000011920929,0.8644493818283081,0.3312063217163086,,,,,
1100,0.6184999942779541,9.00351333618164,1.3739588212047238e-05,13458705.0,-1.6826660633087158,-0.0015785694122314453,1.769287109375,0.6937500238418579,0.7341338396072388,0.33424490690231323,,,,,
1110,0.5264999866485596,5.006749153137207,1.3732400475419126e-05,13584771.0,-1.1312134265899658,0.011036967858672142,1.0862915515899658,0.7749999761581421,0.6489790081977844,0.33728349208831787,,,,,
1120,0.585099995136261,6.397087574005127,1.372514361719368e-05,13710720.0,-1.2870604991912842,-0.0004532575549092144,1.296533226966858,0.699999988079071,0.5974196195602417,0.3403220772743225,,,,,
1130,0.5627999901771545,5.468505859375,1.37178176373709e-05,13834589.0,-1.4693843126296997,-0.0525226928293705,1.325170874595642,0.7124999761581421,0.6778449416160583,0.34336069226264954,,,,,
1140,0.5652999877929688,5.648037910461426,1.3710423445445485e-05,13956811.0,-1.4241821765899658,-0.04890694469213486,1.1301953792572021,0.737500011920929,0.6030476689338684,0.3463992774486542,,,,,
1150,0.5486999750137329,11.805030822753906,1.3702959222428035e-05,14081455.0,-1.783447265625,-0.006417465396225452,1.33514404296875,0.75,0.8886939883232117,0.3494378626346588,,,,,
1160,0.5629000067710876,9.818082809448242,1.3695426787307952e-05,14206454.0,-1.2150284051895142,0.07344063371419907,1.2427978515625,0.6812499761581421,0.639234185218811,0.35247644782066345,,,,,
1170,0.6202999949455261,6.260201454162598,1.3687826140085235e-05,14331108.0,-1.395959496498108,-0.03287944942712784,1.2473633289337158,0.675000011920929,0.5552250146865845,0.3555150330066681,,,,,
1180,0.535099983215332,6.661609649658203,1.3680156371265184e-05,14452855.0,-0.9865967035293579,0.03522694110870361,1.0252196788787842,0.78125,0.5375128388404846,0.35855361819267273,,,,,
1190,0.522599995136261,9.156381607055664,1.36724183903425e-05,14575606.0,-1.4866821765899658,0.006233346648514271,1.6010253429412842,0.731249988079071,0.8591916561126709,0.36159223318099976,,,,,
1200,0.5814999938011169,6.541623592376709,1.3664611287822481e-05,14688183.0,-1.650048851966858,-0.01981172524392605,1.8369629383087158,0.6875,0.8255132436752319,0.3646308183670044,,,,,
1210,0.5241000056266785,8.281023025512695,1.3656736882694531e-05,14811527.0,-1.200830101966858,0.012960528954863548,1.2339614629745483,0.78125,0.6770322918891907,0.36766940355300903,,,,,
1220,0.5943999886512756,8.494312286376953,1.3648793355969246e-05,14935422.0,-1.385003685951233,-0.0032834052108228207,1.422265648841858,0.6812499761581421,0.6355485916137695,0.37070798873901367,,,,,
1230,0.5738999843597412,7.826801776885986,1.364078252663603e-05,15055071.0,-1.4393799304962158,-0.04234724119305611,1.127600073814392,0.731249988079071,0.5404535531997681,0.3737465739250183,,,,,
1240,0.5752999782562256,5.670966148376465,1.363270257570548e-05,15175609.0,-1.2410186529159546,0.04644856974482536,1.227270483970642,0.706250011920929,0.6333569288253784,0.37678515911102295,,,,,
1250,0.5849999785423279,7.345948696136475,1.3624555322166998e-05,15301053.0,-1.1057907342910767,0.08493094146251678,1.319726586341858,0.706250011920929,0.578589916229248,0.37982377409935,,,,,
1260,0.5867000222206116,8.023776054382324,1.3616339856525883e-05,15409298.0,-1.346978783607483,-0.05714302137494087,0.9583495855331421,0.675000011920929,0.4863334596157074,0.3828623592853546,,,,,
1270,0.5565999746322632,7.861031532287598,1.3608056178782135e-05,15534645.0,-1.1847655773162842,0.025526929646730423,1.2186768054962158,0.731249988079071,0.6111952066421509,0.38590094447135925,,,,,
1280,0.5878999829292297,8.049460411071777,1.3599705198430456e-05,15653575.0,-1.3664367198944092,-0.08188705146312714,1.0672118663787842,0.668749988079071,0.5684898495674133,0.3889395296573639,,,,,
1290,0.5418999791145325,7.731605529785156,1.3591286005976144e-05,15777529.0,-1.1896209716796875,0.06679191440343857,1.3125,0.699999988079071,0.6882125735282898,0.39197811484336853,,,,,
1300,0.5232999920845032,9.042502403259277,1.3582800420408603e-05,15903508.0,-1.692633032798767,-0.08966445922851562,1.3616454601287842,0.7124999761581421,0.8732601404190063,0.39501670002937317,,,,,
1310,0.5683000087738037,6.667558670043945,1.3574246622738428e-05,16023568.0,-1.72039794921875,0.052063703536987305,1.7036621570587158,0.706250011920929,0.8716622591018677,0.3980553150177002,,,,,
1320,0.5577999949455261,5.771637439727783,1.3565624612965621e-05,16139818.0,-1.2235839366912842,0.060519028455019,1.065332055091858,0.699999988079071,0.5800873041152954,0.40109390020370483,,,,,
1330,0.5483999848365784,6.228808879852295,1.3556936210079584e-05,16264465.0,-1.281762719154358,0.04331498220562935,1.1979491710662842,0.7437499761581421,0.625700831413269,0.4041324853897095,,,,,
1340,0.5825999975204468,9.3117094039917,1.3548180504585616e-05,16378260.0,-1.5496826171875,-0.042147088795900345,1.162927269935608,0.699999988079071,0.6413462162017822,0.4071710705757141,,,,,
1350,0.5587000250816345,8.56611442565918,1.3539357496483717e-05,16499648.0,-1.394770860671997,-0.02749152109026909,1.152044653892517,0.731249988079071,0.664435863494873,0.41020965576171875,,,,,
1360,0.5683000087738037,10.108919143676758,1.3530467185773887e-05,16628040.0,-1.4207763671875,0.07401295751333237,1.2293701171875,0.7250000238418579,0.6175762414932251,0.4132482409477234,,,,,
1370,0.5717999935150146,6.254868507385254,1.3521510481950827e-05,16743006.0,-1.6165771484375,-0.11399821937084198,1.2474075555801392,0.78125,0.6861861944198608,0.4162868559360504,,,,,
1380,0.5156999826431274,8.466238975524902,1.3512486475519836e-05,16860472.0,-1.31011962890625,-0.05893879011273384,1.1588592529296875,0.762499988079071,0.7242015600204468,0.41932544112205505,,,,,
1390,0.5288000106811523,7.490769386291504,1.3503396075975616e-05,16982832.0,-1.5098876953125,0.08046984672546387,1.597753882408142,0.75,0.8887068629264832,0.4223640263080597,,,,,
1400,0.5616999864578247,7.418406963348389,1.3494238373823464e-05,17103982.0,-1.4501221179962158,0.10652656853199005,1.5103638172149658,0.6812499761581421,0.7401984930038452,0.42540261149406433,,,,,
1410,0.5270000100135803,7.081071376800537,1.3485014278558083e-05,17225986.0,-1.548486351966858,0.0033274651505053043,1.27392578125,0.6875,0.8028104901313782,0.42844119668006897,,,,,
1420,0.6047000288963318,7.442233562469482,1.3475723790179472e-05,17350430.0,-1.4945068359375,-0.04163341596722603,1.0884956121444702,0.675000011920929,0.5594654083251953,0.4314797818660736,,,,,
1430,0.6158000230789185,5.525842666625977,1.3466366908687633e-05,17470050.0,-1.0145485401153564,-0.0016284227604046464,0.8433807492256165,0.7124999761581421,0.35073763132095337,0.43451839685440063,,,,,
1440,0.5806000232696533,7.175924777984619,1.3456944543577265e-05,17591928.0,-1.0259521007537842,-0.022525310516357422,0.8675903081893921,0.706250011920929,0.43250980973243713,0.4375569820404053,,,,,
